num,mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
79565,skoda,superb,gen-ii-2008,2009,250000,1968,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,29900
79566,skoda,superb,gen-ii-2008,2011,219000,1390,Gasoline,Inowrocław,Kujawsko-pomorskie,29000
79567,skoda,superb,gen-ii-2008,2013,249000,1598,Diesel,Gdańsk,Pomorskie,35900
79568,skoda,superb,gen-ii-2008,2014,185850,1968,Diesel,Dzierżoniów,Dolnośląskie,49999
79569,skoda,superb,gen-ii-2008,2013,198000,1968,Diesel,Radom,Mazowieckie,45900
79570,skoda,superb,gen-ii-2008,2010,139000,1798,Gasoline,Żory,Śląskie,31900
79571,skoda,superb,gen-ii-2008,2010,238000,1798,Gasoline,Płock,Mazowieckie,30900
79572,skoda,superb,gen-ii-2008,2009,189000,1896,Diesel,Gubin,Lubuskie,27900
79573,skoda,superb,gen-ii-2008,2011,165896,1798,LPG,Piaseczno,Mazowieckie,32002
79574,skoda,superb,gen-ii-2008,2014,162090,1968,Diesel,Rybnik,Śląskie,40900
79920,skoda,superb,gen-iii-2015,2017,157451,1968,Diesel,Lubin,Dolnośląskie,95900
79921,skoda,superb,gen-iii-2015,2016,119846,1984,Gasoline,Bielany Wrocławskie,Dolnośląskie,98000
79922,skoda,superb,gen-iii-2015,2018,68089,1984,Gasoline,Zabrze,Śląskie,109900
79923,skoda,superb,gen-iii-2015,2018,109210,1968,Diesel,Kościerzyna,Pomorskie,92127
79924,skoda,superb,gen-iii-2015,2022,1,1498,Gasoline,Chorzów,Śląskie,149950
79925,skoda,superb,gen-iii-2015,2020,10831,1498,Gasoline,Katowice,Śląskie,113000
79926,skoda,superb,gen-iii-2015,2018,138000,1395,LPG,Zielona Góra,Lubuskie,72300
79927,skoda,superb,gen-iii-2015,2017,64972,1800,Gasoline,Warszawa,Mazowieckie,84900
79928,skoda,superb,gen-iii-2015,2016,168702,1968,Diesel,Piaseczno,Mazowieckie,69000
79929,skoda,superb,gen-iii-2015,2019,68013,1500,Gasoline,Opole,Opolskie,111500
79930,skoda,superb,gen-iii-2015,2018,176033,1598,Diesel,Proszowice,Małopolskie,74000
79931,skoda,superb,gen-iii-2015,2021,10,1968,Diesel,Wrocław,Dolnośląskie,176350
79932,skoda,superb,gen-iii-2015,2018,160155,1798,Gasoline,Dębno,Zachodniopomorskie,77490
79933,skoda,superb,gen-iii-2015,2018,148345,1598,Diesel,Kobylanka,Zachodniopomorskie,67900
79934,skoda,superb,gen-iii-2015,2017,130571,1968,Diesel,Poznań,Wielkopolskie,106900
79935,skoda,superb,gen-iii-2015,2016,182799,1968,Diesel,Elbląg,Warmińsko-mazurskie,78900
79936,skoda,superb,gen-iii-2015,2017,138181,1968,Diesel,Rybnik,Śląskie,89899
79937,skoda,superb,gen-iii-2015,2016,123333,1968,Diesel,Zgorzelec,Dolnośląskie,90275
79938,skoda,superb,gen-iii-2015,2020,9870,1395,Hybrid,Tarnowskie Góry,Śląskie,192999
79939,skoda,superb,gen-iii-2015,2016,119846,1984,Gasoline,Lublin,Lubelskie,98000
79940,skoda,superb,gen-iii-2015,2017,194000,1395,Gasoline,Blachownia,Śląskie,55500
79941,skoda,superb,gen-iii-2015,2017,178000,1968,Diesel,Warszawa,Mazowieckie,92800
79942,skoda,superb,gen-iii-2015,2017,99900,1968,Diesel,Mieroszów,Dolnośląskie,129000
79943,skoda,superb,gen-iii-2015,2018,168000,1968,Diesel,Mosina,Wielkopolskie,76667
79944,skoda,superb,gen-iii-2015,2018,185000,1968,Diesel,Łękawica,Małopolskie,70700
79945,skoda,superb,gen-iii-2015,2019,101495,1968,Diesel,Bielsko-Biała,Śląskie,134900
79946,skoda,superb,gen-iii-2015,2015,186000,1968,Diesel,Rybnik,Śląskie,79900
79947,skoda,superb,gen-iii-2015,2017,161187,1968,Diesel,Łomianki,Mazowieckie,89700
79948,skoda,superb,gen-iii-2015,2017,179000,1968,Diesel,Świętoszówka,Śląskie,77700
79949,skoda,superb,gen-iii-2015,2015,327400,1968,Diesel,Miszewko,Pomorskie,74900
79950,skoda,superb,gen-iii-2015,2020,5500,1984,Gasoline,Chociwek,Łódzkie,170000
79951,skoda,superb,gen-iii-2015,2018,189000,1598,Diesel,Krągola,Wielkopolskie,64900
82084,citroen,berlingo,gen-ii-2008-berlingo,2010,130700,1598,Gasoline,Swarzędz,Wielkopolskie,25800
82085,citroen,berlingo,gen-ii-2008-berlingo,2009,159000,1587,Gasoline,Nowy Sącz,Małopolskie,25900
82086,citroen,berlingo,gen-ii-2008-berlingo,2016,73645,1560,Diesel,Rzeszów,Podkarpackie,45500
82087,citroen,berlingo,gen-ii-2008-berlingo,2010,199000,1598,LPG,Kosewo,Mazowieckie,21900
82088,citroen,berlingo,gen-ii-2008-berlingo,2009,185000,1587,LPG,Bochnia,Małopolskie,16900
82089,citroen,berlingo,gen-ii-2008-berlingo,2012,320000,1600,Diesel,Świdnica,Dolnośląskie,17900
82090,citroen,berlingo,gen-ii-2008-berlingo,2008,164000,1587,Gasoline,Bytom,Śląskie,22500
82091,citroen,berlingo,gen-ii-2008-berlingo,2009,220000,1560,Diesel,Pabianice,Łódzkie,24900
82092,citroen,berlingo,gen-ii-2008-berlingo,2017,169300,1560,Diesel,Tychy,Śląskie,49900
82093,citroen,berlingo,gen-ii-2008-berlingo,2009,196000,1587,Gasoline,Nowy Sącz,Małopolskie,22999
82094,citroen,berlingo,gen-ii-2008-berlingo,2011,224000,1598,Gasoline,Łuków,Lubelskie,21900
82095,citroen,berlingo,gen-ii-2008-berlingo,2008,241700,1587,LPG,Krzyszkowice,Małopolskie,20500
82096,citroen,berlingo,gen-ii-2008-berlingo,2009,207000,1560,Diesel,Proszowice,Małopolskie,20500
82097,citroen,berlingo,gen-ii-2008-berlingo,2009,231000,1600,Gasoline,Sade Budy,Mazowieckie,21800
82098,citroen,berlingo,gen-ii-2008-berlingo,2010,251000,1560,Diesel,Warszawa,Mazowieckie,24900
82099,citroen,berlingo,gen-ii-2008-berlingo,2016,159632,1560,Diesel,Bochnia,Małopolskie,41500
82100,citroen,berlingo,gen-ii-2008-berlingo,2013,122000,1560,Diesel,Mikołów,Śląskie,32900
82101,citroen,berlingo,gen-ii-2008-berlingo,2013,157813,1598,Gasoline,Modlniczka,Małopolskie,31500
82102,citroen,berlingo,gen-ii-2008-berlingo,2011,222000,1560,Diesel,Jaworznia,Świętokrzyskie,24900
82103,citroen,berlingo,gen-ii-2008-berlingo,2013,119300,1560,Diesel,Dolaszewo,Wielkopolskie,31900
82104,citroen,berlingo,gen-ii-2008-berlingo,2012,158000,1598,Gasoline,Rypin,Kujawsko-pomorskie,30900
82105,citroen,berlingo,gen-ii-2008-berlingo,2008,230000,1587,Gasoline,Rawa Mazowiecka,Łódzkie,19900
82106,citroen,berlingo,gen-ii-2008-berlingo,2009,105000,1587,Gasoline,Szczytniki nad Kaczawą,Dolnośląskie,17900
82107,citroen,berlingo,gen-ii-2008-berlingo,2017,194866,1560,Diesel,Przysucha,Mazowieckie,37500
82108,citroen,berlingo,gen-ii-2008-berlingo,2012,142515,1560,Diesel,Wilchta,Mazowieckie,27500
82109,citroen,berlingo,gen-ii-2008-berlingo,2018,88000,1560,Diesel,Elbląg,Warmińsko-mazurskie,57900
82110,citroen,berlingo,gen-ii-2008-berlingo,2012,145775,1560,Diesel,Leszno,Wielkopolskie,26500
82111,citroen,berlingo,gen-ii-2008-berlingo,2010,387654,1560,Diesel,Biała Podlaska,Lubelskie,9900
82112,citroen,berlingo,gen-ii-2008-berlingo,2008,234000,1560,Diesel,Włocławek,Kujawsko-pomorskie,24500
82217,citroen,berlingo,gen-i-1996-2010,2009,255404,1560,Diesel,Płock,Mazowieckie,12800
82218,citroen,berlingo,gen-i-1996-2010,2010,159000,1587,Gasoline,Elbląg,Warmińsko-mazurskie,21900
82219,citroen,berlingo,gen-i-1996-2010,2003,234483,1360,Gasoline,Kraków,Małopolskie,5850
82220,citroen,berlingo,gen-i-1996-2010,2007,198000,1560,Diesel,Rzeszów,Podkarpackie,11500
82221,citroen,berlingo,gen-i-1996-2010,2003,200000,1587,Gasoline,Margonin,Wielkopolskie,11700
82222,citroen,berlingo,gen-i-1996-2010,2007,200000,1560,Diesel,Pniewy,Wielkopolskie,7950
82223,citroen,berlingo,gen-i-1996-2010,2005,158000,1360,Gasoline,Pniewy,Wielkopolskie,7350
82224,citroen,berlingo,gen-i-1996-2010,2001,239003,1587,Gasoline,Kutno,Łódzkie,6900
82225,citroen,berlingo,gen-i-1996-2010,2007,323000,1560,Diesel,Wrocław,Dolnośląskie,10900
82226,citroen,berlingo,gen-i-1996-2010,2006,252800,1587,Gasoline,Lipno,Kujawsko-pomorskie,11999
82227,citroen,berlingo,gen-i-1996-2010,2007,197000,1560,Diesel,Wągrowiec,Wielkopolskie,11900
82228,citroen,berlingo,gen-i-1996-2010,2006,158000,1587,Gasoline,Mogilno,Kujawsko-pomorskie,15999
82229,citroen,berlingo,gen-i-1996-2010,2001,278416,1360,Gasoline,Kąkolewnica,Lubelskie,6990
82230,citroen,berlingo,gen-i-1996-2010,2007,206721,1560,Diesel,Gdynia,Pomorskie,15500
82231,citroen,berlingo,gen-i-1996-2010,2000,274732,1360,Gasoline,Pszczyna,Śląskie,2000
82232,citroen,berlingo,gen-i-1996-2010,2007,223000,1587,Gasoline,Głubczyce,Opolskie,13900
82233,citroen,berlingo,gen-i-1996-2010,2005,223000,1587,Gasoline,Raszyn,Mazowieckie,9900
82234,citroen,berlingo,gen-i-1996-2010,2004,188000,1997,Diesel,Świecie,Kujawsko-pomorskie,9000
83161,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,172000,1749,Gasoline,Sosnowiec,Śląskie,18900
83162,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2006,232680,1749,Gasoline,Kraków,Małopolskie,17900
83163,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,178120,1749,Gasoline,Kutno,Łódzkie,15900
83164,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,156814,1749,Gasoline,Bieruń,Śląskie,15900
83165,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2010,251300,1560,Diesel,Bochnia,Małopolskie,15000
83166,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2010,185190,1560,Diesel,Gromadno,Wielkopolskie,16100
83167,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,193852,1997,Gasoline,Kutno,Łódzkie,18900
83168,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,209333,1749,Gasoline,Chełmno,Kujawsko-pomorskie,15900
83169,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,175000,1560,Diesel,Dębica,Podkarpackie,20900
83170,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2017,77000,1560,Diesel,Wałbrzych,Dolnośląskie,59900
83171,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,153000,1560,Diesel,Marki,Mazowieckie,20900
83172,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,188484,1997,Gasoline,Celiny,Świętokrzyskie,13900
83173,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,279000,1997,Gasoline,Piekary Śląskie,Śląskie,14900
83174,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,179000,1598,Gasoline,Żarów,Dolnośląskie,15500
83175,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,168000,1560,Diesel,Spytkowice,Małopolskie,16500
83176,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,175000,1997,Diesel,Opole,Opolskie,9900
83177,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,161000,1997,Gasoline,Gniezno,Wielkopolskie,18900
83178,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2010,340000,1600,Diesel,Kutno,Łódzkie,18900
83179,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2009,146386,1598,Gasoline,Lubanie,Kujawsko-pomorskie,17800
83180,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2009,120000,1598,Gasoline,Łuków,Lubelskie,17200
83181,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,155000,1560,Diesel,Kołobrzeg,Zachodniopomorskie,14300
83182,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,156350,1560,Diesel,Ręczno,Łódzkie,25555
83183,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,165000,1749,Gasoline,Wejherowo,Pomorskie,13900
83184,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2010,206000,1598,Gasoline,Dzierzgoń,Pomorskie,20600
83185,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2013,121000,1598,Gasoline,Pełczyce,Zachodniopomorskie,29900
83186,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,223000,1997,Diesel,Olecko,Warmińsko-mazurskie,15900
83187,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2012,134000,1560,Diesel,Zawiercie,Śląskie,22000
83188,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,257500,1560,Diesel,Chorzów,Śląskie,11990
83189,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2012,93076,1598,Gasoline,Piaseczno,Mazowieckie,24500
83190,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,218000,1749,LPG,Żarki,Śląskie,15500
83191,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,199211,1749,LPG,Kutno,Łódzkie,15900
83192,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2009,255511,1598,LPG,Mierzęcice,Śląskie,16500
83193,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,164000,1560,Diesel,Borzęta,Małopolskie,19800
83194,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,259000,1997,LPG,Przytoczno,Lubelskie,14500
83195,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2009,228286,1598,Gasoline,Nowy Staw,Pomorskie,19900
83196,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,179250,1598,Gasoline,Płock,Mazowieckie,18900
83197,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2010,118000,1560,Diesel,Gniezno,Wielkopolskie,19900
83364,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2013,161598,1560,Diesel,Kraków,Małopolskie,29900
83365,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2008,262000,1997,Diesel,Otrębusy,Mazowieckie,13900
83366,citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,224821,1997,Gasoline,Łódź,Łódzkie,18500
83367,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,168700,1560,Diesel,Sosnowiec,Śląskie,29900
83368,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,183500,1560,Diesel,Kraków,Małopolskie,32900
83369,citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,98366,1560,Diesel,Piaseczno,Mazowieckie,51000
83370,citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,55310,1199,Gasoline,Janki,Mazowieckie,57900
83371,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,173000,1560,Diesel,Wągrowiec,Wielkopolskie,39900
83372,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,104900,1560,Diesel,Lublin,Lubelskie,46900
83373,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,100420,1560,Diesel,Warszawa,Mazowieckie,51900
83374,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,225200,1997,Diesel,Lublin,Lubelskie,39500
83375,citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,163000,1560,Diesel,Pawłowice,Śląskie,39900
83376,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,113357,1199,Gasoline,Zabrze,Śląskie,57000
83377,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,139550,1560,Diesel,Poznań,Wielkopolskie,39900
83378,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,195200,1560,Diesel,Lublin,Lubelskie,36900
83379,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,145143,1560,Diesel,Płońsk,Mazowieckie,45700
83380,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,209000,1560,Diesel,Częstochowa,Śląskie,34900
83381,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,188655,1997,Diesel,Ruda Śląska,Śląskie,45000
83382,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,152613,1560,Diesel,Zabrze,Śląskie,45000
83383,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,162000,1997,Diesel,Wadowice Górne,Podkarpackie,45000
83384,citroen,c4-picasso,gen-ii-2013-c4-picasso,2018,95772,1199,Gasoline,Chorzów,Śląskie,55900
83385,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,199980,1560,Diesel,Suchy Las,Wielkopolskie,39900
83386,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,153787,1560,Diesel,Ostróda,Warmińsko-mazurskie,36500
83387,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,173000,1560,Diesel,Legnica,Dolnośląskie,38900
83388,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,142632,1997,Diesel,Bielany Wrocławskie,Dolnośląskie,47000
83389,citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,158960,1560,Diesel,Sosnowiec,Śląskie,39900
83390,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,197000,1598,Gasoline,Jelcz-Laskowice,Dolnośląskie,33500
83391,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,215000,1560,Diesel,Ostrzeszów,Wielkopolskie,28900
83392,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,167000,1560,Diesel,Rzeszów,Podkarpackie,37990
83393,citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,222800,1560,Diesel,Gniezno,Wielkopolskie,35900
83394,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,162300,1560,Diesel,Ostrów Wielkopolski,Wielkopolskie,44900
83395,citroen,c4-picasso,gen-ii-2013-c4-picasso,2017,155000,1997,Diesel,Wałbrzych,Dolnośląskie,72900
83396,citroen,c4-picasso,gen-ii-2013-c4-picasso,2015,93611,1560,Diesel,Bielany Wrocławskie,Dolnośląskie,48000
83397,citroen,c4-picasso,gen-ii-2013-c4-picasso,2013,92229,1560,Diesel,Bielany Wrocławskie,Dolnośląskie,43500
83398,citroen,c4-picasso,gen-ii-2013-c4-picasso,2016,152613,1560,Diesel,Katowice,Śląskie,45000
83399,citroen,c4-picasso,gen-ii-2013-c4-picasso,2019,121000,1997,Diesel,Włocławek,Kujawsko-pomorskie,58900
83691,citroen,c5,gen-iii-2008,2010,238000,1997,Diesel,Bielawa,Dolnośląskie,18400
83692,citroen,c5,gen-iii-2008,2009,205000,1997,Diesel,Drawsko Pomorskie,Zachodniopomorskie,24900
83693,citroen,c5,gen-iii-2008,2013,275000,1997,Diesel,Włocławek,Kujawsko-pomorskie,35000
83694,citroen,c5,gen-iii-2008,2015,194000,1997,Diesel,Konin,Wielkopolskie,46900
83695,citroen,c5,gen-iii-2008,2014,194000,1997,Diesel,Płock,Mazowieckie,37900
83696,citroen,c5,gen-iii-2008,2012,222222,1997,Diesel,Olkusz,Małopolskie,26900
83697,citroen,c5,gen-iii-2008,2011,247000,1997,Diesel,Ostrów Mazowiecka,Mazowieckie,29900
83698,citroen,c5,gen-iii-2008,2008,173000,1997,Gasoline,Drawsko Pomorskie,Zachodniopomorskie,21900
83699,citroen,c5,gen-iii-2008,2012,199300,1560,Diesel,Kielce,Świętokrzyskie,23900
83700,citroen,c5,gen-iii-2008,2011,160000,1997,Diesel,Zabrze,Śląskie,32900
83701,citroen,c5,gen-iii-2008,2009,121600,1997,Gasoline,Sosnowiec,Śląskie,26900
83702,citroen,c5,gen-iii-2008,2016,167000,1997,Diesel,Szczecin,Zachodniopomorskie,42900
83703,citroen,c5,gen-iii-2008,2012,260000,1997,Diesel,Olkusz,Małopolskie,29900
83704,citroen,c5,gen-iii-2008,2009,157122,1997,Gasoline,Suwałki,Podlaskie,23900
83705,citroen,c5,gen-iii-2008,2008,174000,1997,Gasoline,Wręczyca Wielka,Śląskie,22900
83706,citroen,c5,gen-iii-2008,2009,217689,1997,Diesel,Płock,Mazowieckie,25900
83707,citroen,c5,gen-iii-2008,2010,210312,1997,Diesel,Płock,Mazowieckie,28900
83708,citroen,c5,gen-iii-2008,2016,192000,1998,Diesel,Gniezno,Wielkopolskie,44900
83709,citroen,c5,gen-iii-2008,2009,125000,1598,Gasoline,Chorzów,Śląskie,18400
83710,citroen,c5,gen-iii-2008,2008,150000,1997,Diesel,Bochnia,Małopolskie,23900
83711,citroen,c5,gen-iii-2008,2012,220000,1997,Diesel,Jabłonowo,Mazowieckie,35998
83712,citroen,c5,gen-iii-2008,2008,203000,1997,Gasoline,Jabłonowo,Mazowieckie,27996
83713,citroen,c5,gen-iii-2008,2009,208000,2946,Gasoline,Jabłonowo,Mazowieckie,34988
83714,citroen,c5,gen-iii-2008,2015,160177,1997,Diesel,Zabrze,Śląskie,37000
83715,citroen,c5,gen-iii-2008,2015,184000,1997,Diesel,Góra Kalwaria,Mazowieckie,41999
83716,citroen,c5,gen-iii-2008,2011,270000,1997,Diesel,Zabrze,Śląskie,23900
83717,citroen,c5,gen-iii-2008,2008,159196,1997,LPG,Zabrze,Śląskie,23000
83718,citroen,c5,gen-iii-2008,2011,199000,1997,Diesel,Dąbrowa Górnicza,Śląskie,30900
83719,citroen,c5,gen-iii-2008,2014,260000,1997,Diesel,Zagórzyce Dworskie,Małopolskie,28100
83720,citroen,c5,gen-iii-2008,2008,229000,1997,Gasoline,Dąbrowa Górnicza,Śląskie,22800
83721,citroen,c5,gen-iii-2008,2013,235000,1598,Gasoline,Szczawin Kościelny,Mazowieckie,28000
83722,citroen,c5,gen-iii-2008,2011,174000,1997,Diesel,Dąbrowa Górnicza,Śląskie,29900
83723,citroen,c5,gen-iii-2008,2012,192000,2000,Diesel,Gniezno,Wielkopolskie,29900
83724,citroen,c5,gen-iii-2008,2009,209000,1997,Diesel,Lublin,Lubelskie,22900
83725,citroen,c5,gen-iii-2008,2012,102174,1997,Diesel,Janki,Mazowieckie,42900
83726,citroen,c5,gen-iii-2008,2015,211000,1997,Diesel,Konstantynów Łódzki,Łódzkie,39900
83727,citroen,c5,gen-iii-2008,2008,230000,1997,Diesel,Swarzędz,Wielkopolskie,19900
83728,citroen,c5,gen-iii-2008,2010,150561,1600,Gasoline,Chmielnik,Świętokrzyskie,22700
83729,citroen,c5,gen-iii-2008,2011,182060,1997,Diesel,Sosnowiec,Śląskie,26900
115331,volvo,v60,gen-i-2011-2018,2017,76000,1969,Diesel,Łęczyca,Łódzkie,89900
115332,volvo,v60,gen-i-2011-2018,2016,53324,1969,Diesel,Wrocław,Dolnośląskie,85200
115333,volvo,v60,gen-i-2011-2018,2018,71285,2000,Diesel,Wrocław,Dolnośląskie,123900
115334,volvo,v60,gen-i-2011-2018,2018,71285,2000,Diesel,Wrocław,Dolnośląskie,119900
115335,volvo,v60,gen-i-2011-2018,2016,161000,2497,Gasoline,Lublin,Lubelskie,79900
115336,volvo,v60,gen-i-2011-2018,2013,235000,1560,Diesel,Kutno,Łódzkie,36900
115337,volvo,v60,gen-i-2011-2018,2017,176059,1969,Diesel,Warszawa,Mazowieckie,63799
115338,volvo,v60,gen-i-2011-2018,2018,189971,1969,Diesel,Toruń,Kujawsko-pomorskie,97777
115339,volvo,v60,gen-i-2011-2018,2016,82412,1969,Diesel,Warszawa,Mazowieckie,85799
115340,volvo,v60,gen-i-2011-2018,2017,231000,2000,Diesel,Suchy Las,Wielkopolskie,58900
115341,volvo,v60,gen-i-2011-2018,2016,109600,1969,Gasoline,Szczecin,Zachodniopomorskie,134900
115342,volvo,v60,gen-i-2011-2018,2015,234500,1969,Diesel,Brzoza,Kujawsko-pomorskie,44500
115343,volvo,v60,gen-i-2011-2018,2016,108279,1969,Diesel,Wrocław,Dolnośląskie,72300
115344,volvo,v60,gen-i-2011-2018,2012,262000,2400,Diesel,Gostynin,Mazowieckie,46900
115345,volvo,v60,gen-i-2011-2018,2014,156000,1560,Diesel,Gołąb,Lubelskie,43900
115346,volvo,v60,gen-i-2011-2018,2011,139959,1560,Diesel,Koluszki,Łódzkie,34000
115347,volvo,v60,gen-i-2011-2018,2016,120000,1969,Diesel,Wągrowiec,Wielkopolskie,53900
115348,volvo,v60,gen-i-2011-2018,2013,194000,1560,Diesel,Poniatowa,Lubelskie,39900
115349,volvo,v60,gen-i-2011-2018,2016,182892,1969,Diesel,Stargard Szczeciński,Zachodniopomorskie,51900
115350,volvo,v60,gen-i-2011-2018,2011,193000,1984,Diesel,Opoczno,Łódzkie,41900
115351,volvo,v60,gen-i-2011-2018,2017,128000,1969,Diesel,Śmigiel,Wielkopolskie,61900
115352,volvo,v60,gen-i-2011-2018,2012,192000,2400,Diesel,Słupca,Wielkopolskie,47900
115353,volvo,v60,gen-i-2011-2018,2011,158000,1984,Diesel,Żyrardów,Mazowieckie,37500
115354,volvo,v60,gen-i-2011-2018,2016,185000,1969,Diesel,Płock,Mazowieckie,67900
115355,volvo,v60,gen-i-2011-2018,2011,219000,1984,Diesel,Zambrów,Podlaskie,45999
115356,volvo,v60,gen-i-2011-2018,2017,99999,2400,Hybrid,Katowice,Śląskie,129900
115357,volvo,v60,gen-i-2011-2018,2015,199000,1969,Diesel,Mońki,Podlaskie,48700
115358,volvo,v60,gen-i-2011-2018,2021,5,1998,Diesel,Warszawa,Mazowieckie,149999
115359,volvo,v60,gen-i-2011-2018,2015,178972,1969,Diesel,Morzyczyn,Zachodniopomorskie,66900
115360,volvo,v60,gen-i-2011-2018,2012,218000,1560,Diesel,Libertów,Małopolskie,29900
115361,volvo,v60,gen-i-2011-2018,2015,248611,1969,Diesel,Płock,Mazowieckie,42900
116111,volvo,xc-60,gen-i-2008-2017,2017,33769,1969,Diesel,Piaseczno,Mazowieckie,110000
116112,volvo,xc-60,gen-i-2008-2017,2010,317000,1984,Diesel,Mielec,Podkarpackie,39900
116113,volvo,xc-60,gen-i-2008-2017,2017,104000,2400,Diesel,Blachownia,Śląskie,120000
116114,volvo,xc-60,gen-i-2008-2017,2013,205000,2400,Diesel,Wrocław,Dolnośląskie,76900
116115,volvo,xc-60,gen-i-2008-2017,2011,145872,1984,Diesel,Piaseczno,Mazowieckie,64000
116116,volvo,xc-60,gen-i-2008-2017,2012,194000,1984,Diesel,Ojcowizna,Mazowieckie,57900
116117,volvo,xc-60,gen-i-2008-2017,2013,139100,1984,Diesel,Chełm Śląski,Śląskie,74800
116118,volvo,xc-60,gen-i-2008-2017,2016,216546,1969,Diesel,Piaseczno,Mazowieckie,73000
116119,volvo,xc-60,gen-i-2008-2017,2016,187000,1969,Diesel,Słupsk,Pomorskie,84900
116120,volvo,xc-60,gen-i-2008-2017,2011,224323,1984,Diesel,Lublin,Lubelskie,55000
116121,volvo,xc-60,gen-i-2008-2017,2013,96000,1984,Diesel,Szczecin,Zachodniopomorskie,69900
116122,volvo,xc-60,gen-i-2008-2017,2015,129000,1969,Gasoline,Wilkanowo,Lubuskie,79999
116123,volvo,xc-60,gen-i-2008-2017,2016,88000,1969,Diesel,Wieluń,Łódzkie,100000
116124,volvo,xc-60,gen-i-2008-2017,2010,267500,2400,Diesel,Rogaszyce,Wielkopolskie,47500
116125,volvo,xc-60,gen-i-2008-2017,2015,107295,1969,Diesel,Łódź,Łódzkie,85000
116126,volvo,xc-60,gen-i-2008-2017,2011,269477,1984,Diesel,Płock,Mazowieckie,58900
