num,mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
71980,toyota,corolla,gen-seria-e12-2001-2007,2002,192770,1795,Gasoline,Kraków,Małopolskie,16900
71981,toyota,corolla,gen-seria-e12-2001-2007,2003,215000,1598,Gasoline,Warszawa,Mazowieckie,7500
71982,toyota,corolla,gen-seria-e12-2001-2007,2002,172000,1400,Gasoline,Zamość,Lubelskie,7900
71983,toyota,corolla,gen-seria-e12-2001-2007,2002,146000,1398,Gasoline,Szczecin,Zachodniopomorskie,6900
71984,toyota,corolla,gen-seria-e12-2001-2007,2006,103000,1995,Diesel,Leszno,Wielkopolskie,12222
71985,toyota,corolla,gen-seria-e12-2001-2007,2006,229112,1364,Diesel,Bytom,Śląskie,18900
71986,toyota,corolla,gen-seria-e12-2001-2007,2005,343000,1398,LPG,Wołomin,Mazowieckie,8000
71987,toyota,corolla,gen-seria-e12-2001-2007,2006,198000,1598,Gasoline,Racibórz,Śląskie,14300
71988,toyota,corolla,gen-seria-e12-2001-2007,2002,271000,1995,Diesel,Łąg,Pomorskie,7700
72900,toyota,land-cruiser,gen-iv-2002-2009,2007,338000,2982,Diesel,Andrychów,Małopolskie,90000
72901,toyota,land-cruiser,gen-iv-2002-2009,2003,320000,2982,Diesel,Wolin,Zachodniopomorskie,42500
72902,toyota,land-cruiser,gen-iv-2002-2009,2003,432100,2982,Diesel,Orchowo,Wielkopolskie,39900
72903,toyota,land-cruiser,gen-vi-2010,2014,30235,2982,Diesel,Piaseczno,Mazowieckie,180000
72904,toyota,land-cruiser,gen-vi-2010,2021,227,2755,Diesel,Kraków,Małopolskie,561000
72905,toyota,land-cruiser,gen-vi-2010,2021,25,3346,Diesel,Wieleń,Wielkopolskie,665000
72906,toyota,land-cruiser,gen-vi-2010,2021,25,4500,Diesel,Wieleń,Wielkopolskie,285000
72907,toyota,land-cruiser,gen-vi-2010,2018,20733,4500,Diesel,Piotrków Trybunalski,Łódzkie,249000
72908,toyota,land-cruiser,gen-vi-2010,2022,50,3999,Gasoline,Kraków,Małopolskie,90000
72909,toyota,land-cruiser,gen-vi-2010,2022,50,2755,Diesel,Kraków,Małopolskie,65000
72910,toyota,land-cruiser,gen-vi-2010,2022,50,3499,Gasoline,Kraków,Małopolskie,149900
72911,toyota,land-cruiser,gen-vi-2010,2018,59000,2755,Diesel,Szczecin,Zachodniopomorskie,265000
72912,toyota,land-cruiser,gen-vi-2010,2017,43000,2755,Diesel,Grzybów,Mazowieckie,165900
72913,toyota,land-cruiser,gen-vi-2010,2014,94000,2982,Diesel,Białystok,Podlaskie,199900
72914,toyota,land-cruiser,gen-vi-2010,2017,60000,2755,Diesel,Warszawa,Mazowieckie,135000
72915,toyota,land-cruiser,gen-vi-2010,2010,70647,2982,Diesel,Włocławek,Kujawsko-pomorskie,159900
72916,toyota,land-cruiser,gen-vi-2010,2018,71000,2755,Diesel,Rewa,Pomorskie,195000
72917,toyota,land-cruiser,gen-vi-2010,2015,134000,2982,Diesel,Kraków,Małopolskie,153750
72918,toyota,land-cruiser,gen-vi-2010,2010,88250,4664,Gasoline,Łódź,Łódzkie,149900
72919,toyota,land-cruiser,gen-vi-2010,2021,25,4000,Gasoline,Wieleń,Wielkopolskie,255000
72920,toyota,land-cruiser,gen-vi-2010,2015,125000,4461,Diesel,Węgrzce,Małopolskie,309000
72921,toyota,land-cruiser,gen-vi-2010,2015,48000,2755,Diesel,Skoki,Wielkopolskie,199900
72922,toyota,land-cruiser,gen-vi-2010,2014,98000,4608,Gasoline,Radom,Mazowieckie,200000
72923,toyota,land-cruiser,gen-vi-2010,2016,89570,2755,Diesel,Kobyłka,Mazowieckie,160900
72924,toyota,land-cruiser,gen-vi-2010,2022,50,3300,Diesel,Kraków,Małopolskie,150000
72925,toyota,land-cruiser,gen-vi-2010,2015,49400,2755,Diesel,Kraków,Małopolskie,184900
72926,toyota,land-cruiser,gen-vi-2010,2016,110000,4608,LPG,Grudziądz,Kujawsko-pomorskie,309900
72927,toyota,land-cruiser,gen-vi-2010,2021,25,4500,Diesel,Wieleń,Wielkopolskie,259000
72928,toyota,land-cruiser,gen-vi-2010,2021,25,4500,Diesel,Wieleń,Wielkopolskie,269000
72929,toyota,land-cruiser,gen-vi-2010,2021,25,4000,Gasoline,Wieleń,Wielkopolskie,259000
72930,toyota,land-cruiser,gen-vi-2010,2014,157000,2982,Diesel,Radom,Mazowieckie,147900
72931,toyota,land-cruiser,gen-vi-2010,2012,297000,2982,Diesel,Franklinów,Wielkopolskie,47900
72932,toyota,land-cruiser,gen-vi-2010,2010,89430,2982,Diesel,Grójec,Mazowieckie,129900
72933,toyota,land-cruiser,gen-vi-2010,2022,50,3999,Gasoline,Kraków,Małopolskie,105000
72934,toyota,land-cruiser,gen-vi-2010,2014,199970,2982,Diesel,Rumia,Pomorskie,159900
72935,toyota,prius,gen-ii-2003-2009-prius,2008,240000,1497,Hybrid,Raszyn,Mazowieckie,28500
72936,toyota,prius,gen-ii-2003-2009-prius,2009,282534,1497,Hybrid,Legionowo,Mazowieckie,25900
72957,toyota,prius,gen-ii-2003-2009-prius,2008,229000,1497,Hybrid,Warszawa,Mazowieckie,27300
72958,toyota,prius,gen-ii-2003-2009-prius,2008,236000,1497,Hybrid,Wrocław,Dolnośląskie,25900
72959,toyota,prius,gen-ii-2003-2009-prius,2007,105000,1497,Hybrid,Warszawa,Mazowieckie,29900
72960,toyota,prius,gen-ii-2003-2009-prius,2008,230000,1497,Hybrid,Raszyn,Mazowieckie,26500
72961,toyota,prius,gen-ii-2003-2009-prius,2007,230000,1497,Hybrid,Elbląg,Warmińsko-mazurskie,27500
72962,toyota,prius,gen-ii-2003-2009-prius,2004,251000,1497,Hybrid,Wrocław,Dolnośląskie,21400
72963,toyota,prius,gen-ii-2003-2009-prius,2008,265000,1497,Hybrid,Warszawa,Mazowieckie,26900
72964,toyota,prius,gen-ii-2003-2009-prius,2004,299999,1497,Hybrid,Warszawa,Mazowieckie,20900
72965,toyota,prius,gen-ii-2003-2009-prius,2007,230000,1497,Hybrid,Pasłęk,Warmińsko-mazurskie,27999
72966,toyota,prius,gen-ii-2003-2009-prius,2008,98000,1497,Hybrid,Olsztyn,Warmińsko-mazurskie,99999
72967,toyota,prius,gen-iii-2009-2015,2011,230000,1798,Hybrid,Raszyn,Mazowieckie,39900
72968,toyota,prius,gen-iii-2009-2015,2010,266000,1798,Hybrid,Pruszków,Mazowieckie,31500
72969,toyota,prius,gen-iii-2009-2015,2012,196000,1798,Hybrid,Zduńska Wola,Łódzkie,41500
72970,toyota,prius,gen-iii-2009-2015,2012,192079,1798,Hybrid,Lublin,Lubelskie,49800
72971,toyota,prius,gen-iii-2009-2015,2009,171570,1798,Hybrid,Lublin,Lubelskie,38500
72972,toyota,prius,gen-iii-2009-2015,2013,187874,1800,Hybrid,Lublin,Lubelskie,50900
72973,toyota,prius,gen-iii-2009-2015,2012,220421,1798,Hybrid,Lublin,Lubelskie,48900
72974,toyota,prius,gen-iii-2009-2015,2013,187800,1798,Hybrid,Lublin,Lubelskie,51800
72975,toyota,prius,gen-iii-2009-2015,2010,188875,1798,Hybrid,Lublin,Lubelskie,58900
72976,toyota,prius,gen-iii-2009-2015,2012,165515,1798,Hybrid,Lublin,Lubelskie,51500
72977,toyota,prius,gen-iii-2009-2015,2013,183281,1800,Hybrid,Lublin,Lubelskie,58600
73031,toyota,rav4,gen-ii-2000-2005,2004,331708,1995,Diesel,Wilkowyja,Mazowieckie,15000
73032,toyota,rav4,gen-ii-2000-2005,2005,217950,1995,Diesel,Kąty Opolskie,Opolskie,22499
73033,toyota,rav4,gen-ii-2000-2005,2004,275000,1998,Gasoline,Grodzisk Mazowiecki,Mazowieckie,32999
73034,toyota,rav4,gen-ii-2000-2005,2005,142419,1998,Gasoline,Rzeszów,Podkarpackie,28999
73035,toyota,rav4,gen-ii-2000-2005,2005,244131,1998,Gasoline,Czarny Kierz,Warmińsko-mazurskie,19900
73036,toyota,rav4,gen-ii-2000-2005,2001,235000,1998,LPG,Pisarzowice,Śląskie,18900
73037,toyota,rav4,gen-ii-2000-2005,2002,320000,1995,Diesel,Małuszów,Dolnośląskie,13900
73038,toyota,rav4,gen-ii-2000-2005,2002,310000,1998,LPG,Zagórów,Wielkopolskie,18800
73039,toyota,rav4,gen-ii-2000-2005,2004,186321,1998,Gasoline,Tarnowskie Góry,Śląskie,26900
73040,toyota,rav4,gen-ii-2000-2005,2002,297000,1995,Diesel,Anielew,Mazowieckie,13550
73207,toyota,rav4,gen-iii-2006-2012-rav4,2009,114500,2231,Diesel,Kielce,Świętokrzyskie,39000
73208,toyota,rav4,gen-iii-2006-2012-rav4,2009,140828,1998,LPG,Pisarzowice,Dolnośląskie,41900
73209,toyota,rav4,gen-iii-2006-2012-rav4,2011,236000,1987,Gasoline,Białe Błota,Kujawsko-pomorskie,49000
73210,toyota,rav4,gen-iii-2006-2012-rav4,2008,239000,1998,LPG,Połaniec,Świętokrzyskie,32000
73211,toyota,rav4,gen-iii-2006-2012-rav4,2007,230534,2231,Diesel,Starowa Góra,Łódzkie,26889
73212,toyota,rav4,gen-iii-2006-2012-rav4,2012,144000,1987,Gasoline,Kaszów,Małopolskie,52900
73213,toyota,rav4,gen-iii-2006-2012-rav4,2008,195000,2231,Diesel,Morawica,Świętokrzyskie,29900
73214,toyota,rav4,gen-iii-2006-2012-rav4,2009,162481,1998,Gasoline,Elbląg,Warmińsko-mazurskie,43900
73215,toyota,rav4,gen-iii-2006-2012-rav4,2010,179028,2231,Diesel,Zielona Góra,Lubuskie,37000
73216,toyota,rav4,gen-iii-2006-2012-rav4,2009,234470,1987,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,35900
73217,toyota,rav4,gen-iii-2006-2012-rav4,2007,284000,2231,Diesel,Częstochowa,Śląskie,26500
73218,toyota,rav4,gen-iii-2006-2012-rav4,2012,130892,2231,Diesel,Lublin,Lubelskie,48000
73219,toyota,rav4,gen-iii-2006-2012-rav4,2006,186839,1987,Gasoline,Piaseczno,Mazowieckie,28000
73220,toyota,rav4,gen-iii-2006-2012-rav4,2007,289000,2231,Diesel,Myszków,Śląskie,22500
73221,toyota,rav4,gen-iii-2006-2012-rav4,2008,212000,2231,Diesel,Nidzica,Warmińsko-mazurskie,28900
73222,toyota,rav4,gen-iii-2006-2012-rav4,2007,190299,1987,Gasoline,Bielany Wrocławskie,Dolnośląskie,28002
73223,toyota,rav4,gen-iii-2006-2012-rav4,2009,130000,2231,Diesel,Paczków,Opolskie,34900
73224,toyota,rav4,gen-iii-2006-2012-rav4,2008,231000,2231,Diesel,Szczecin,Zachodniopomorskie,27000
73225,toyota,rav4,gen-iii-2006-2012-rav4,2006,250000,1995,Diesel,Mrągowo,Warmińsko-mazurskie,18000
73226,toyota,rav4,gen-iii-2006-2012-rav4,2007,270000,2231,Diesel,Rymanów-Zdrój,Podkarpackie,28400
73227,toyota,rav4,gen-iii-2006-2012-rav4,2010,129000,1987,Gasoline,Zambrów,Podlaskie,55500
73228,toyota,rav4,gen-iii-2006-2012-rav4,2009,216201,1998,Gasoline,Elbląg,Warmińsko-mazurskie,39900
73229,toyota,rav4,gen-iii-2006-2012-rav4,2009,180000,2231,Diesel,Kraków,Małopolskie,32002
73230,toyota,rav4,gen-iii-2006-2012-rav4,2011,218261,1987,Gasoline,Garwolin,Mazowieckie,54900
73231,toyota,rav4,gen-iii-2006-2012-rav4,2009,183207,1987,Gasoline,Przemyśl,Podkarpackie,42000
73232,toyota,rav4,gen-iii-2006-2012-rav4,2010,174000,2494,Gasoline,Nowa Sól,Lubuskie,42900
73233,toyota,rav4,gen-iii-2006-2012-rav4,2009,178560,2231,Diesel,Ględy,Warmińsko-mazurskie,36000
73234,toyota,rav4,gen-iii-2006-2012-rav4,2006,124118,2231,Diesel,Ostrołęka,Mazowieckie,29900
73235,toyota,rav4,gen-iii-2006-2012-rav4,2009,146000,1998,Gasoline,Białystok,Podlaskie,41900
73236,toyota,rav4,gen-iii-2006-2012-rav4,2008,204500,2231,Diesel,Płock,Mazowieckie,33800
73237,toyota,rav4,gen-iii-2006-2012-rav4,2011,171000,2231,Diesel,Zgierz,Łódzkie,47900
73238,toyota,rav4,gen-iii-2006-2012-rav4,2008,191000,1998,Gasoline,Kocmyrzów,Małopolskie,37500
73239,toyota,rav4,gen-iii-2006-2012-rav4,2006,249654,2231,Diesel,Rzeszów,Podkarpackie,24900
73240,toyota,rav4,gen-iii-2006-2012-rav4,2011,128000,1997,Gasoline,Łodygowice,Śląskie,49900
73241,toyota,rav4,gen-iii-2006-2012-rav4,2010,138035,1987,Gasoline,Szczecin,Zachodniopomorskie,45999
73242,toyota,rav4,gen-iii-2006-2012-rav4,2008,257470,2231,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,28900
73243,toyota,rav4,gen-iii-2006-2012-rav4,2012,200000,2231,Diesel,Gniezno,Wielkopolskie,43900
73244,toyota,rav4,gen-iii-2006-2012-rav4,2010,168608,1987,LPG,Katowice,Śląskie,52000
75556,skoda,fabia,gen-iii-2014,2016,152640,999,Gasoline,Szczecin,Zachodniopomorskie,44900
75557,skoda,fabia,gen-iii-2014,2017,161600,1197,Gasoline,Gdańsk,Pomorskie,46900
75558,skoda,fabia,gen-iii-2014,2018,72500,999,Gasoline,Tomaszów Mazowiecki,Łódzkie,44900
75599,skoda,fabia,gen-iii-2014,2017,54000,999,Gasoline,Warszawa,Mazowieckie,49900
75600,skoda,fabia,gen-iii-2014,2019,13658,999,Gasoline,Modlniczka,Małopolskie,57799
75601,skoda,fabia,gen-iii-2014,2018,52700,999,Gasoline,Warszawa,Mazowieckie,49900
75602,skoda,fabia,gen-iii-2014,2016,144991,1197,Gasoline,Katowice,Śląskie,34900
75603,skoda,fabia,gen-iii-2014,2020,44789,999,LPG,Łódź,Łódzkie,43900
75604,skoda,fabia,gen-iii-2014,2020,7476,999,Gasoline,Dobroń,Łódzkie,62900
75605,skoda,fabia,gen-iii-2014,2019,53000,999,Gasoline,Rydułtowy,Śląskie,40900
75606,skoda,fabia,gen-iii-2014,2017,113715,1197,Gasoline,Warszawa,Mazowieckie,43799
75607,skoda,fabia,gen-iii-2014,2017,120840,999,LPG,Gdańsk,Pomorskie,44900
75608,skoda,fabia,gen-iii-2014,2018,175678,1422,Diesel,Słupsk,Pomorskie,34440
76265,skoda,fabia,gen-i-1999-2008,2021,5,999,Gasoline,Kraków,Małopolskie,73800
76266,skoda,fabia,gen-i-1999-2008,2003,214000,1398,Gasoline,Mieczewo,Wielkopolskie,5500
76267,skoda,fabia,gen-i-1999-2008,2021,5,999,Gasoline,Kraków,Małopolskie,63800
76268,skoda,fabia,gen-i-1999-2008,2021,5,999,Gasoline,Kraków,Małopolskie,61800
76269,skoda,fabia,gen-i-1999-2008,2007,146900,1198,Gasoline,Jarosław,Podkarpackie,10500
76270,skoda,fabia,gen-i-1999-2008,2007,212000,1422,Diesel,Baranowo,Wielkopolskie,6600
76271,skoda,fabia,gen-i-1999-2008,2006,190000,1198,Gasoline,Gniezno,Wielkopolskie,6900
76272,skoda,fabia,gen-i-1999-2008,2003,144405,1198,Gasoline,Kraków,Małopolskie,5100
76273,skoda,fabia,gen-i-1999-2008,2004,168000,1390,Gasoline,Lębork,Pomorskie,8890
76274,skoda,fabia,gen-i-1999-2008,2003,170998,1390,Gasoline,Sławno,Zachodniopomorskie,5999
76275,skoda,fabia,gen-i-1999-2008,2006,196800,1390,Gasoline,Zamość,Lubelskie,9999
76276,skoda,fabia,gen-i-1999-2008,2006,57748,1390,Gasoline,Lipno,Kujawsko-pomorskie,14800
76277,skoda,fabia,gen-i-1999-2008,2000,447000,1896,Diesel,Gdańsk,Pomorskie,4900
76278,skoda,fabia,gen-i-1999-2008,2004,131554,1198,Gasoline,Łódź,Łódzkie,7900
76279,skoda,fabia,gen-i-1999-2008,2005,209300,1198,Gasoline,Lębork,Pomorskie,7500
76280,skoda,fabia,gen-i-1999-2008,2003,250000,1400,Gasoline,Kisielice,Warmińsko-mazurskie,6299
76281,skoda,fabia,gen-i-1999-2008,2004,164000,1200,Gasoline,Tomaszów Mazowiecki,Łódzkie,7900
76282,skoda,fabia,gen-i-1999-2008,2005,107318,1198,Gasoline,Zabrze,Śląskie,9500
76283,skoda,fabia,gen-i-1999-2008,2006,224938,1390,Gasoline,Gdańsk,Pomorskie,7999
76284,skoda,fabia,gen-i-1999-2008,2006,96307,1198,Gasoline,Katowice,Śląskie,11000
76945,skoda,octavia,gen-i-1996-2011,2004,260000,1595,Gasoline,Jarosław,Podkarpackie,11999
76951,skoda,octavia,gen-i-1996-2011,2004,211839,1896,Diesel,Konin,Wielkopolskie,10000
76952,skoda,octavia,gen-i-1996-2011,2004,226000,1595,Gasoline,Radom,Mazowieckie,14500
76953,skoda,octavia,gen-i-1996-2011,1999,340000,1781,Gasoline,Rzeszów,Podkarpackie,9250
76954,skoda,octavia,gen-i-1996-2011,2001,273000,1896,Diesel,Jarosław,Podkarpackie,8999
76966,skoda,octavia,gen-i-1996-2011,2003,325000,1896,Diesel,Bydgoszcz,Kujawsko-pomorskie,6900
76967,skoda,octavia,gen-ii-2004-2013,2012,185000,1968,Diesel,Gdańsk,Pomorskie,24000
76968,skoda,octavia,gen-ii-2004-2013,2011,140000,1798,Gasoline,Chełmce,Kujawsko-pomorskie,23950
76969,skoda,octavia,gen-ii-2004-2013,2012,269900,1390,Gasoline,Pruszcz Gdański,Pomorskie,17900
76970,skoda,octavia,gen-ii-2004-2013,2007,200000,1595,Gasoline,Witkowo,Wielkopolskie,17950
76971,skoda,octavia,gen-ii-2004-2013,2011,229500,1598,Diesel,Tarnowskie Góry,Śląskie,22500
76972,skoda,octavia,gen-ii-2004-2013,2010,279000,1598,Diesel,Nysa,Opolskie,21900
76973,skoda,octavia,gen-ii-2004-2013,2013,235061,1598,Diesel,Brzesko,Małopolskie,22600
76974,skoda,octavia,gen-ii-2004-2013,2010,163236,1798,Gasoline,Piaseczno,Mazowieckie,24000
76975,skoda,octavia,gen-ii-2004-2013,2007,279000,1968,Diesel,Płock,Mazowieckie,18900
76976,skoda,octavia,gen-ii-2004-2013,2012,181000,1798,Gasoline,Żywocice,Opolskie,30750
76977,skoda,octavia,gen-ii-2004-2013,2007,207605,1968,Diesel,Kamieńsk,Łódzkie,20000
76978,skoda,octavia,gen-ii-2004-2013,2009,226451,1598,Diesel,Sierakowice,Pomorskie,20700
76979,skoda,octavia,gen-ii-2004-2013,2005,262000,1968,Diesel,Poznań,Wielkopolskie,10500
76980,skoda,octavia,gen-ii-2004-2013,2010,380000,1598,Diesel,Gdynia,Pomorskie,18300
76981,skoda,octavia,gen-ii-2004-2013,2008,169140,1984,Gasoline,Lublin,Lubelskie,17500
76982,skoda,octavia,gen-ii-2004-2013,2010,256779,1896,Diesel,Bulowice,Małopolskie,23300
76983,skoda,octavia,gen-ii-2004-2013,2009,326000,1896,Diesel,Gdańsk,Pomorskie,17300
76984,skoda,octavia,gen-ii-2004-2013,2012,339000,1968,Diesel,Warszawa,Mazowieckie,18900
76985,skoda,octavia,gen-ii-2004-2013,2009,142117,1798,Gasoline,Janów Lubelski,Lubelskie,21900
76986,skoda,octavia,gen-ii-2004-2013,2006,187000,1595,Gasoline,Chojnice,Pomorskie,19900
76987,skoda,octavia,gen-ii-2004-2013,2012,188000,1598,Diesel,Kraków,Małopolskie,26200
77542,skoda,octavia,gen-iii-2013,2016,66450,1395,Gasoline,Kraków,Małopolskie,56000
77543,skoda,octavia,gen-iii-2013,2018,150000,999,Gasoline,Świebodzice,Dolnośląskie,35500
77544,skoda,octavia,gen-iii-2013,2017,154780,1968,Diesel,Bielany Wrocławskie,Dolnośląskie,73900
77545,skoda,octavia,gen-iii-2013,2018,68913,1395,Gasoline,Warszawa,Mazowieckie,80900
77546,skoda,octavia,gen-iii-2013,2018,167252,1968,Diesel,Suchy Las,Wielkopolskie,66500
77547,skoda,octavia,gen-iii-2013,2016,121532,1798,Gasoline,Warszawa,Mazowieckie,60900
77548,skoda,octavia,gen-iii-2013,2018,162500,1498,LPG,Bytom,Śląskie,55900
77549,skoda,octavia,gen-iii-2013,2018,125000,1598,Diesel,Sokołów,Mazowieckie,59900
77550,skoda,octavia,gen-iii-2013,2015,113697,1395,Gasoline,Warszawa,Mazowieckie,55500
77551,skoda,octavia,gen-iii-2013,2017,29980,1395,Gasoline,Warszawa,Mazowieckie,74900
77552,skoda,octavia,gen-iii-2013,2018,39573,1498,Gasoline,Warszawa,Mazowieckie,90900
77553,skoda,octavia,gen-iii-2013,2014,139100,1395,Gasoline,Warszawa,Mazowieckie,46900
77554,skoda,octavia,gen-iii-2013,2015,51387,1395,Gasoline,Warszawa,Mazowieckie,55500
77555,skoda,octavia,gen-iii-2013,2018,39530,1498,Gasoline,Lublin,Lubelskie,85900
77556,skoda,octavia,gen-iii-2013,2013,153329,1798,Gasoline,Rusiec,Mazowieckie,51900
77557,skoda,octavia,gen-iii-2013,2013,109064,1197,Gasoline,Warszawa,Mazowieckie,39900
77558,skoda,octavia,gen-iii-2013,2017,35100,1984,Gasoline,Lubin,Dolnośląskie,119900
77559,skoda,octavia,gen-iii-2013,2016,94800,1798,Gasoline,Wrocław,Dolnośląskie,69900
77560,skoda,octavia,gen-iii-2013,2017,180000,1598,Diesel,Płock,Mazowieckie,59900
77561,skoda,octavia,gen-iii-2013,2018,34500,1395,Gasoline,Bielsko-Biała,Śląskie,81900
77562,skoda,octavia,gen-iii-2013,2016,175000,1395,Gasoline,Wałbrzych,Dolnośląskie,44800
77563,skoda,octavia,gen-iii-2013,2018,126800,1498,Gasoline,Bytom,Śląskie,69900
77564,skoda,octavia,gen-iii-2013,2014,214700,1798,Gasoline,Olsztyn,Warmińsko-mazurskie,49900
77565,skoda,octavia,gen-iii-2013,2018,152700,1498,Gasoline,Ropczyce,Podkarpackie,59900
77566,skoda,octavia,gen-iii-2013,2018,54510,1395,Gasoline,Wrocław,Dolnośląskie,74999
77567,skoda,octavia,gen-iii-2013,2021,1,1984,Gasoline,Chorzów,Śląskie,164550
77568,skoda,octavia,gen-iii-2013,2019,103000,1598,Diesel,Łazy,Mazowieckie,83999
77569,skoda,octavia,gen-iii-2013,2017,133000,1598,Diesel,Sosnowiec,Śląskie,58900
77570,skoda,octavia,gen-iii-2013,2017,132000,1968,Diesel,Gliwice,Śląskie,69900
77571,skoda,octavia,gen-iii-2013,2013,260400,1598,Diesel,Rzeszów,Podkarpackie,30627
78820,skoda,octavia,gen-iv-2019-octavia,2022,1,1984,Gasoline,Katowice,Śląskie,159050
78821,skoda,octavia,gen-iv-2019-octavia,2020,30997,1498,Gasoline,Kędzierzyn-Koźle,Opolskie,112000
78822,skoda,octavia,gen-iv-2019-octavia,2021,5,1498,Gasoline,Kraków,Małopolskie,124550
78823,skoda,octavia,gen-iv-2019-octavia,2021,7,1498,Gasoline,Siedlce,Mazowieckie,112400
78824,skoda,octavia,gen-iv-2019-octavia,2020,26097,1984,Gasoline,Zabrze,Śląskie,184900
78825,skoda,octavia,gen-iv-2019-octavia,2021,7,1498,Gasoline,Siedlce,Mazowieckie,125400
78826,skoda,octavia,gen-iv-2019-octavia,2022,10,1498,Gasoline,Wrocław,Dolnośląskie,151550
78827,skoda,octavia,gen-iv-2019-octavia,2021,5,1968,Diesel,Łódź,Łódzkie,117900
78828,skoda,octavia,gen-iv-2019-octavia,2021,5,1498,Gasoline,Łódź,Łódzkie,126700
78829,skoda,octavia,gen-iv-2019-octavia,2022,10,1984,Gasoline,Wrocław,Dolnośląskie,154500
78830,skoda,octavia,gen-iv-2019-octavia,2021,1,1498,Gasoline,Wieliczka,Małopolskie,119990
78831,skoda,octavia,gen-iv-2019-octavia,2021,6205,1968,Diesel,Międzyrzec Podlaski,Lubelskie,117342
78832,skoda,octavia,gen-iv-2019-octavia,2020,9900,1498,Gasoline,Kępno,Wielkopolskie,106887
78833,skoda,octavia,gen-iv-2019-octavia,2021,1,1498,Gasoline,Warszawa,Mazowieckie,150750
78834,skoda,octavia,gen-iv-2019-octavia,2021,12000,1498,Gasoline,Turek,Wielkopolskie,95900
78835,skoda,octavia,gen-iv-2019-octavia,2021,14530,1498,Gasoline,Falenty,Mazowieckie,124990
78836,skoda,octavia,gen-iv-2019-octavia,2021,16150,1498,Gasoline,Falenty,Mazowieckie,124990
78837,skoda,octavia,gen-iv-2019-octavia,2021,17980,1498,Gasoline,Falenty,Mazowieckie,124990
78838,skoda,octavia,gen-iv-2019-octavia,2021,15600,1498,Gasoline,Falenty,Mazowieckie,124990
78839,skoda,octavia,gen-iv-2019-octavia,2020,12200,1395,Hybrid,Wrocław,Dolnośląskie,159900
78840,skoda,octavia,gen-iv-2019-octavia,2020,13640,999,Gasoline,Tarnowskie Góry,Śląskie,98900
78841,skoda,octavia,gen-iv-2019-octavia,2021,5,1498,Gasoline,Toruń,Kujawsko-pomorskie,149850
78842,skoda,octavia,gen-iv-2019-octavia,2021,1,2000,Gasoline,Dobroń,Łódzkie,126950
78843,skoda,octavia,gen-iv-2019-octavia,2021,1,1498,Gasoline,Chorzów,Śląskie,139700
78844,skoda,octavia,gen-iv-2019-octavia,2020,25000,1498,Gasoline,Lubin,Dolnośląskie,97000
78845,skoda,octavia,gen-iv-2019-octavia,2020,29953,1498,Gasoline,Opole,Opolskie,110900
78846,skoda,octavia,gen-iv-2019-octavia,2021,13,1968,Diesel,Łęczyca,Łódzkie,149300
79543,skoda,superb,gen-ii-2008,2010,269000,1896,Diesel,Warszawa,Mazowieckie,30000
79544,skoda,superb,gen-ii-2008,2013,185454,1968,Diesel,Piaseczno,Mazowieckie,41500
79545,skoda,superb,gen-ii-2008,2011,215258,1968,Diesel,Tarnów,Małopolskie,30700
79546,skoda,superb,gen-ii-2008,2014,190000,1968,Diesel,Ostrów Mazowiecka,Mazowieckie,52900
79547,skoda,superb,gen-ii-2008,2014,77592,1798,Gasoline,Łódź,Łódzkie,52000
79548,skoda,superb,gen-ii-2008,2010,170000,1968,Diesel,Garwolin,Mazowieckie,38990
79549,skoda,superb,gen-ii-2008,2014,179399,1598,Diesel,Płock,Mazowieckie,45900
79550,skoda,superb,gen-ii-2008,2013,197031,1798,Gasoline,Piaseczno,Mazowieckie,51500
79551,skoda,superb,gen-ii-2008,2014,141620,1968,Diesel,Piaseczno,Mazowieckie,52000
79552,skoda,superb,gen-ii-2008,2010,215000,1968,Diesel,Kalisz,Wielkopolskie,36500
79553,skoda,superb,gen-ii-2008,2014,287000,1968,Diesel,Zielona Góra,Lubuskie,55900
79554,skoda,superb,gen-ii-2008,2011,168971,1968,Diesel,Sobczyce,Dolnośląskie,39500
79555,skoda,superb,gen-ii-2008,2011,280000,2000,Diesel,Gdynia,Pomorskie,33000
79556,skoda,superb,gen-ii-2008,2014,223000,1968,Diesel,Płock,Mazowieckie,48900
79557,skoda,superb,gen-ii-2008,2012,236000,1598,Diesel,Płock,Mazowieckie,29900
79558,skoda,superb,gen-ii-2008,2012,181000,1598,Diesel,Częstochowa,Śląskie,31900
79559,skoda,superb,gen-ii-2008,2010,188000,1798,Gasoline,Mierzyn,Zachodniopomorskie,28900
79560,skoda,superb,gen-ii-2008,2013,179000,1968,Diesel,Zawiercie,Śląskie,54700
79561,skoda,superb,gen-ii-2008,2013,179818,1968,Diesel,Krasne,Podkarpackie,49900
79562,skoda,superb,gen-ii-2008,2009,312000,1968,Diesel,Hrubieszów,Lubelskie,28000
79563,skoda,superb,gen-ii-2008,2013,197194,1968,Diesel,Bielany Wrocławskie,Dolnośląskie,49000
79564,skoda,superb,gen-ii-2008,2011,302000,1968,Diesel,Ełk,Warmińsko-mazurskie,35900
